title,url,price_numeric,municipality,condition,ad_type,property_type,rooms,square_m2,equipment,level,heating,price_per_m2
Namješten stan sa dvije spavaće sobe | Ilidža - [Iznajmljivanje],https://olx.ba/artikal/65007807,1800.0,Ilidža,Dobro stanje,Iznajmljivanje,Stan,3.0,110.0,Namješten,1,Centralno (Plin),16.363636363636363
TOTAL PRO / Dvosoban stan 70 m2 / Importanne Centar / Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/70993975,1800.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,2.0,70.0,Namješten,3,Struja,25.714285714285715
"PROSTOR izdaje:Trosoban stan, 87m2, Centar - [Iznajmljivanje]",https://olx.ba/artikal/71286816,1800.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,87.0,Namješten,1,Plin,20.689655172413797
SIGENX izdaje: Maršala Tita 108m2/ 2spr/ Četverosoban/Centar - [Iznajmljivanje],https://olx.ba/artikal/70751699,1800.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,4.0,108.0,Nenamješten,2,Centralno (Plin),16.666666666666668
Renoviran Četverosoban Stan-Sarajevo-Centar-96m2 - [Iznajmljivanje],https://olx.ba/artikal/71499098,1800.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,4.0,96.0,Namješten,3,Plin,18.75
NN Nekretnine : Moderan trosoban stan sa parkingom - Skenderija - [Iznajmljivanje],https://olx.ba/artikal/66013761,1800.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,75.0,Namješten,3,Plin,24.0
Stan sa garažom - Importanne Centar 70m2 - [Iznajmljivanje],https://olx.ba/artikal/58174281,1800.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,2.0,70.0,Namješten,3,Struja,25.714285714285715
MY SPACE/ Stan/ Marijin Dvor/ RENOVIRAN/ NAMJESTEN/ 104 m2 - [Iznajmljivanje],https://olx.ba/artikal/71457374,1800.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,4.0,104.0,Namješten,4,Centralno (Plin),17.307692307692307
UNIKOD - Stan Skenderpašina 84 m2 (NAJAM) - [Iznajmljivanje],https://olx.ba/artikal/71695174,1800.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,3.0,84.0,Namješten,2,Plin,21.428571428571427
"PROSTOR izdaje: Četverosoban stan, Marijin Dvor - [Iznajmljivanje]",https://olx.ba/artikal/71690730,1800.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,4.0,104.0,Namješten,4,Plin,17.307692307692307
MY SPACE/ Stan/ Centar/ 92m2 - [Iznajmljivanje],https://olx.ba/artikal/66855649,1900.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,92.0,Namješten,3,Centralno (Plin),20.65217391304348
"Četverosoban komforan stan, Grbavica, Novo Sarajevo - [Iznajmljivanje]",https://olx.ba/artikal/61389375,1900.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,4.0,216.0,Namješten,1,Plin,8.796296296296296
Stan Sarajevo - Centar 110m2 - [Iznajmljivanje],https://olx.ba/artikal/70804521,2000.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,110.0,Namješten,2,Centralno (Plin),18.181818181818183
Kancelarije Sarajevo - Centar ul. Titova - [Iznajmljivanje],https://olx.ba/artikal/66012642,2000.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,92.0,Polunamješten,2,Centralno (Plin),21.73913043478261
Četverosoban stan - Centar - Marijin dvor - 124 m2 - [Iznajmljivanje],https://olx.ba/artikal/65680912,2000.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,4.0,124.0,Namješten,2,Struja,16.129032258064516
NN Nekretnine : Trosoban stan - Skenderija - Centar - [Iznajmljivanje],https://olx.ba/artikal/65111788,2000.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,3.0,58.0,Namješten,5,Plin,34.48275862068966
NN Nekretnine: Stan 100m2 - Breka- Centar - [Iznajmljivanje],https://olx.ba/artikal/63440569,2000.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,3.0,100.0,Polunamješten,1,Plin,20.0
MY SPACE/ Stan/ Stari grad/ RENOVIRAN/ 85m2 - [Iznajmljivanje],https://olx.ba/artikal/60171992,2000.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,3.0,85.0,Namješten,2,Ostalo,23.529411764705884
Stan Sarajevo - Stari Grad - Četvorosoban - [Iznajmljivanje],https://olx.ba/artikal/71205933,2000.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,4.0,90.0,Namješten,2,Struja,22.22222222222222
Luksuzan trosoban stan najam Dolac Malta Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71511148,2000.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,3.0,72.0,Namješten,17,Centralno (gradsko),27.77777777777778
NN Nekretnine : Luksuzni četverosoban penthouse- Velešići - [Iznajmljivanje],https://olx.ba/artikal/65437445,2000.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,4.0,227.0,Namješten,5,Centralno (Plin),8.810572687224669
"100756 Luksuzno namješten stan za najam 120m2, Centar - [Iznajmljivanje]",https://olx.ba/artikal/63309545,2000.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,,120.0,Namješten,4,Centralno (Plin),16.666666666666668
"100719 Četverosoban stan sa parkingom ul. Alipašina, Centar - [Iznajmljivanje]",https://olx.ba/artikal/60565960,2000.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,4.0,110.0,Namješten,1,Centralno (Plin),18.181818181818183
TOTAL PRO / Trosoban stan 79m2 / Marijin Dvor - [Iznajmljivanje],https://olx.ba/artikal/70388930,2000.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,79.0,Namješten,1,Plin,25.31645569620253
Trosoban namješten stan - Centar - Skenderija - 65 m2 - [Iznajmljivanje],https://olx.ba/artikal/50631168,2000.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,3.0,65.0,Namješten,5,Centralno (Plin),30.76923076923077
IZDAJE SE LUKSUZAN STAN SKENDERBRICK SKENDERIJA 72m2 - [Iznajmljivanje],https://olx.ba/artikal/71746267,2100.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Apartman,2.0,72.0,Namješten,3,Centralno (gradsko),29.166666666666668
"PROSTOR izdaje: Novogradnja, trosoban stan, Kovačići - [Iznajmljivanje]",https://olx.ba/artikal/69661933,2200.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,3.0,79.0,Polunamješten,4,Ostalo,27.848101265822784
MY SPACE/ Stan/ Kovacici/ RENOVIRAN/ NAMJESTEN/ 150 m2 - [Iznajmljivanje],https://olx.ba/artikal/65345723,2200.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,4.0,150.0,Namješten,0,Struja,14.666666666666666
Trosoban stan za najam Čaršija Stari Grad Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/58200877,2200.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Apartman,3.0,90.0,Namješten,2,Plin,24.444444444444443
Višesoban stan najam Mejtaš Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/65454464,2200.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,4.0,180.0,Namješten,2,Centralno (Plin),12.22222222222222
Stan Sarajevo - Stari Grad 125m2 - [Iznajmljivanje],https://olx.ba/artikal/55369148,2200.0,Sarajevo - Stari Grad,Novogradnja,Iznajmljivanje,Stan,4.0,125.0,Namješten,1,Plin,17.6
Kovačići | Stan 70m2 | Ulica Ljubljanska - [Iznajmljivanje],https://olx.ba/artikal/71293925,2200.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,4.0,70.0,Namješten,0,Struja,31.428571428571427
"PROSTOR izdaje: Petosoban adaptiran stan, Mejtaš - [Iznajmljivanje]",https://olx.ba/artikal/66279082,2200.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,,178.0,Namješten,2,Plin,12.359550561797754
"Petosoban stan od 180m2 sa garažom, Pionirska dolina - [Iznajmljivanje]",https://olx.ba/artikal/60198726,2200.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,,180.0,Polunamješten,1,Centralno (Plin),12.22222222222222
Stan Sarajevo GRBAVICA- Kovačići Novo Sarajevo 140m2 - [Iznajmljivanje],https://olx.ba/artikal/70022513,2300.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,,140.0,Namješten,1,Struja,16.428571428571427
TOTAL PRO/ Dvoetažni stan 132m2 / Stari Grad - [Iznajmljivanje],https://olx.ba/artikal/63296201,2300.0,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Stan,4.0,132.0,Namješten,3,Plin,17.424242424242426
Stan Sarajevo - Centar - Koševo - 86m2 - [Iznajmljivanje],https://olx.ba/artikal/68459907,2400.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,86.0,Namješten,1,Plin,27.906976744186046
m2: NOVOGRADNJA! Koševsko brdo. Četverosoban 94m2 - [Iznajmljivanje],https://olx.ba/artikal/53984424,2500.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,4.0,94.0,Namješten,1,Plin,26.595744680851062
"Moderan trosoban stan površine 93m2 sa garažom, Vratnik - [Iznajmljivanje]",https://olx.ba/artikal/64487764,2500.0,Sarajevo - Stari Grad,Novogradnja,Iznajmljivanje,Stan,3.0,93.0,Nenamješten,1,Centralno (Plin),26.881720430107528
ON TIME izdaje: Trosoban stan Sarajevo - Koševsko brdo - [Iznajmljivanje],https://olx.ba/artikal/68451247,2500.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,3.0,93.0,Namješten,1,Centralno (Plin),26.881720430107528
Trosoban stan najam Centar Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/69531704,2500.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,85.0,Namješten,6,Centralno (gradsko),29.41176470588235
Četverosoban stan sa garažnim mjestom u Centru - [Iznajmljivanje],https://olx.ba/artikal/58048504,2500.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Apartman,4.0,95.0,Namješten,1,Centralno (Plin),26.31578947368421
TROSOBAN STAN/Socijalno/NAJAM - [Iznajmljivanje],https://olx.ba/artikal/71361712,2500.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,3.0,91.0,Namješten,12,Centralno (gradsko),27.47252747252747
"Bolgrano Šip LUX 114 m2, bazen, teretana, video nadzor, parking - [Iznajmljivanje]",https://olx.ba/artikal/70960828,2500.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,4.0,114.0,Namješten,1,Centralno (Plin),21.92982456140351
"PROSTOR izdaje: Namješten četverosoban stan, Centar - [Iznajmljivanje]",https://olx.ba/artikal/70881405,2500.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,4.0,135.0,Namješten,3,Plin,18.51851851851852
Stan Sarajevo - Centar 100m2 - [Iznajmljivanje],https://olx.ba/artikal/63408919,2500.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,4.0,100.0,Namješten,2,Plin,25.0
"Trosoban stan - Centar 100m2, City Garden Sarajevo - [Iznajmljivanje]",https://olx.ba/artikal/65227449,2500.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,3.0,100.0,Namješten,-2,Centralno (Kotlovnica),25.0
Trosoban stan - Novo Sarajevo - Vraca - 96 m2 - [Iznajmljivanje],https://olx.ba/artikal/69848975,2500.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,3.0,96.0,Namješten,0,Centralno (Plin),26.041666666666668
Stan Sarajevo - Centar 80m2 - [Iznajmljivanje],https://olx.ba/artikal/71764634,2500.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,4.0,80.0,Namješten,3,Struja,31.25
BOSMAL Lux stan 100m2 / dostupan od 1.12.2025. - [Iznajmljivanje],https://olx.ba/artikal/70967289,2500.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,3.0,101.0,Namješten,11,Centralno (gradsko),24.752475247524757
NN Nekretnine : Četverosoban stan - Bolgrano - Šip - [Iznajmljivanje],https://olx.ba/artikal/68456198,2600.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,4.0,110.0,Namješten,2,Plin,23.63636363636364
Trosoban luksuzno namješten stan | Centar | Skenderija - [Iznajmljivanje],https://olx.ba/artikal/67587009,2900.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,3.0,95.0,Namješten,4,Ostalo,30.526315789473685
"Trosoban namješten stan-106m2 / Drvenija, Stari Grad - [Iznajmljivanje]",https://olx.ba/artikal/63848362,3000.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,3.0,106.0,Namješten,3,Centralno (Plin),28.30188679245283
Nov stan Koševsko brdo - 110m2 - [Iznajmljivanje],https://olx.ba/artikal/58403197,3000.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,4.0,110.0,Namješten,2,Plin,27.272727272727277
TOTAL PRO / Trosoban stan 127m2 / Mejtaš - Centar - [Iznajmljivanje],https://olx.ba/artikal/54061955,3000.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,127.0,Namješten,2,Centralno (gradsko),23.62204724409449
MY SPACE/ LUX stan sa garazom/ Mejtas/ NAMJESTEN/ 127 m2 - [Iznajmljivanje],https://olx.ba/artikal/69508130,3000.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,4.0,127.0,Namješten,2,Centralno (gradsko),23.62204724409449
"Luksuzan penthouse 200m2, Ciglane, Centar - [Iznajmljivanje]",https://olx.ba/artikal/46988300,3000.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,,200.0,Namješten,4,Centralno (gradsko),15.0
"Izuzetan salonski stan kod Vječne vatre, Titova, Centar - [Iznajmljivanje]",https://olx.ba/artikal/65224826,3000.0,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,4.0,141.0,Namješten,1,Centralno (Plin),21.27659574468085
Četverosoban stan Vijećnica najam Stari Grad - [Iznajmljivanje],https://olx.ba/artikal/71780823,3000.0,Sarajevo - Stari Grad,Novogradnja,Iznajmljivanje,Stan,4.0,153.0,Namješten,2,Plin,19.607843137254903
NN Nekretnine : Luksuzan penthouse - Ciglane - Centar - [Iznajmljivanje],https://olx.ba/artikal/68018536,3000.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,,200.0,Namješten,4,Centralno (gradsko),15.0
"PROSTOR izdaje: Četverosoban stan sa parkingom, Kovačići - [Iznajmljivanje]",https://olx.ba/artikal/68145263,3000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,4.0,80.0,Polunamješten,4,Ostalo,37.5
"PROSTOR izdaje: Četverosoban stan, 134m2, Centar - [Iznajmljivanje]",https://olx.ba/artikal/56140875,3200.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,4.0,134.0,Namješten,1,Plin,23.88059701492537
Luksuzan stan sa tri spavaće sobe | Bolgrano | Centar - [Iznajmljivanje],https://olx.ba/artikal/66994823,3300.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,4.0,150.0,Namješten,3,Centralno (Plin),22.0
Četverosoban stan - Centar - Šip - Bolgrano - [Iznajmljivanje],https://olx.ba/artikal/67240359,3300.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,4.0,150.0,Namješten,3,Centralno (Plin),22.0
Stan Sarajevo - Centar - Šip - 153m2 - [Iznajmljivanje],https://olx.ba/artikal/69286041,3300.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,4.0,153.0,Namješten,2,Plin,21.568627450980397
"PROSTOR izdaje: Četverosoban stan, Baščaršija - [Iznajmljivanje]",https://olx.ba/artikal/70864880,3500.0,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Stan,4.0,116.0,Namješten,1,Plin,30.17241379310345
Stan Sarajevo - Stari Grad - [Iznajmljivanje],https://olx.ba/artikal/67788559,3500.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,3.0,83.0,Namješten,2,Centralno (Plin),42.16867469879518
NN Nekretnine : Luksuzni dvoetažni penthouse - Kovačići - [Iznajmljivanje],https://olx.ba/artikal/64071644,3500.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,3.0,145.0,Namješten,7,Centralno (gradsko),24.13793103448276
MY SPACE/ Stan sa garazom/ Centar/ NOVOGRADNJA/ 95m2 - [Iznajmljivanje],https://olx.ba/artikal/61342524,3500.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,4.0,95.0,Namješten,1,Ostalo,36.8421052631579
Trosoban stan Beledija Stari Grad - [Iznajmljivanje],https://olx.ba/artikal/65486665,4000.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,3.0,74.0,Namješten,1,Plin,54.054054054054056
Četverosoban namješten stan u Bosmalu /203m2 - [Iznajmljivanje],https://olx.ba/artikal/70891384,4000.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,4.0,203.0,Namješten,9,Centralno (gradsko),19.704433497536947
NN Nekretnine : Apartmani - Baščaršija - [Iznajmljivanje],https://olx.ba/artikal/67253432,4000.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Apartman,4.0,104.0,Namješten,1,Plin,38.46153846153846
NN Nekretnine : Četverosoban stan sa garažom - Zelenih Beretki - [Iznajmljivanje],https://olx.ba/artikal/64978970,4000.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,4.0,156.0,Namješten,2,Plin,25.64102564102564
"Petosoban stan sa velikom terasom i garažom, Centar, Breka - [Iznajmljivanje]",https://olx.ba/artikal/70914965,4000.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,,148.0,Namješten,2,Struja,27.027027027027028
Stan Sarajevo - Centar 145m2 - [Iznajmljivanje],https://olx.ba/artikal/71576846,4500.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,,145.0,Namješten,2,Ostalo,31.03448275862069
MY SPACE/ Lux stan/ Marijin Dvor/ NAMJESTEN/ 110m2 - [Iznajmljivanje],https://olx.ba/artikal/71423640,4500.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,4.0,110.0,Namješten,4,Struja,40.90909090909091
"Namješten dvoetežni penthouse sa velikom terasom, Otoka - [Iznajmljivanje]",https://olx.ba/artikal/70395890,5000.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,,300.0,Namješten,15,Centralno (gradsko),16.666666666666668
Stanovi i apartmani Sarajevo - Novi Grad,https://olx.ba/artikal/70876129,290000.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,3.0,58.0,Nenamješten,2,Struja,5000.0
NN Nekretnine - Luksuzan stan 195m2 / garaža - Vraca - [Iznajmljivanje],https://olx.ba/artikal/70710664,5300.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,,195.0,Nenamješten,1,Struja,27.17948717948718
Stanovi i apartmani Sarajevo - Centar - [Iznajmljivanje],https://olx.ba/artikal/71017891,5500.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,,183.0,Namješten,2,Centralno (gradsko),30.05464480874317
NN Nekretnine : Četverosoban penthouse - Otoka - novogradnja - [Iznajmljivanje],https://olx.ba/artikal/70358519,5800.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,4.0,160.0,Namješten,11,Centralno (gradsko),36.25
Petosoban stan najam Kovačići Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/65491698,6000.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,,166.0,Polunamješten,6,Ostalo,36.14457831325301
Stan Lukavica 45m2,https://olx.ba/artikal/71536312,80000.0,Ilidža,Dobro stanje,Prodaja,Stan,1.0,45.0,Nenamješten,-2,Struja,1777.7777777777778
Stan Vogošća 27m2,https://olx.ba/artikal/70660732,83000.0,Vogošća,Dobro stanje,Prodaja,Apartman,,27.0,Namješten,0,Struja,3074.074074074074
JEDINSTVENA PRILIKA -FUL AKCIJA- mali dvosoban 21.30m2,https://olx.ba/artikal/34159937,92500.0,Vogošća,Novogradnja,Prodaja,Stan,2.0,21.3,Nenamješten,6,Plin,4342.723004694835
Prodaje se trosoban stan u privatnoj kući u Starom Gradu 66m2,https://olx.ba/artikal/68294238,108000.0,Sarajevo - Centar,Za renoviranje,Prodaja,Stan,3.0,66.0,Nenamješten,1,Ostalo,1636.3636363636365
"Bjelašnica apartman 23 m2, novo, namješten",https://olx.ba/artikal/65975683,110400.0,Trnovo,Novogradnja,Prodaja,Apartman,1.0,23.0,Namješten,0,Struja,4800.0
TOTAL PRO/ Garsonjera - stan 28 m2 / Švrakino selo,https://olx.ba/artikal/69742891,115000.0,Sarajevo - Novi Grad,Za renoviranje,Prodaja,Stan,,28.0,Nenamješten,-1,Centralno (gradsko),4107.142857142857
"B.D. prodaje: Jednosoban stan / garsonjera, Pofalići",https://olx.ba/artikal/68705009,119000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,1.0,28.0,Namješten,0,Plin,4250.0
Stan Sarajevo - Centar,https://olx.ba/artikal/71838231,120000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,2.0,33.0,Nenamješten,0,Centralno (gradsko),3636.363636363637
Stan Ilidža 120m2,https://olx.ba/artikal/69918612,120000.0,Ilidža,Dobro stanje,Prodaja,Stan,3.0,120.0,Namješten,0,Drva,1000.0
Stan Sarajevo - Centar 37 m2,https://olx.ba/artikal/66204782,125000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,1.0,37.0,Polunamješten,4,Centralno (Plin),3378.3783783783783
"BAULAND/ Garsonjera-30m2, II sprat / Koševsko brdo, Centar",https://olx.ba/artikal/67027922,127000.0,Sarajevo - Centar,Za renoviranje,Prodaja,Stan,,30.0,Nenamješten,2,Struja,4233.333333333333
"PROSTOR prodaje: Garsonjera sa balkonom, Dobrinja",https://olx.ba/artikal/70955363,129000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,,26.0,Nenamješten,6,Centralno (gradsko),4961.538461538462
Stan Sarajevo Kosevsko brdo- Centar,https://olx.ba/artikal/63542814,130000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,1.0,30.0,Polunamješten,0,Struja,4333.333333333333
"Namješten apartman sa skijašnicom, Bjelašnica",https://olx.ba/artikal/69714255,135000.0,Trnovo,Novogradnja,Prodaja,Apartman,,21.0,Namješten,2,Struja,6428.571428571428
Stanovi i apartmani Sarajevo - Stari Grad,https://olx.ba/artikal/70046056,135000.0,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,2.0,45.0,Namješten,0,Struja,3000.0
PRODAJE SE JEDNOSOBAN STAN 33 m2 +7m2balkona.- Novo Sarajevo,https://olx.ba/artikal/65971979,135000.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,1.0,33.0,Nenamješten,1,Struja,4090.909090909091
"BAULAND Dvosoban stan-55m2 / Pejton, Ilidža",https://olx.ba/artikal/65900347,135000.0,Ilidža,Za renoviranje,Prodaja,Stan,2.0,55.0,Nenamješten,3,Plin,2454.5454545454545
"Stan Sarajevo - Centar, 30m2",https://olx.ba/artikal/68022171,140000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,1.0,30.0,Namješten,1,Plin,4666.666666666667
Stan 21m2 (+terasa 34m2) Čengić Vila,https://olx.ba/artikal/71849817,140000.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,,21.0,Namješten,8,Plin,6666.666666666667
MY SPACE/ Apartman/ Bjelasnica/ NOVOGRADNJA/ 20 m2,https://olx.ba/artikal/68742597,140000.0,Trnovo,Novogradnja,Prodaja,Apartman,,20.0,Namješten,1,Struja,7000.0
Stan na moru Durres,https://olx.ba/artikal/71560105,142000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,2.0,57.3,Namješten,6,Struja,2478.1849912739967
Stan na moru Albanija,https://olx.ba/artikal/71482547,144100.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,53.0,Nenamješten,2,Struja,2718.867924528302
Namješten studio apartman - Bjelašnica - 23 m2,https://olx.ba/artikal/66888108,145000.0,Trnovo,Novogradnja,Prodaja,Apartman,,23.0,Namješten,3,Struja,6304.347826086957
NN Nekretnine : Jednosoban stan - Koševsko Brdo - Centar,https://olx.ba/artikal/68281880,149000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,1.0,30.0,Namješten,2,Struja,4966.666666666667
Stan Trnovo 30m2,https://olx.ba/artikal/71487359,149500.0,Trnovo,Novogradnja,Prodaja,Apartman,2.0,30.0,Polunamješten,1,Struja,4983.333333333333
MY SPACE/ Stan/ Vogosca/ NOVOGRADNJA/ NAMJESTEN/ 40 m2,https://olx.ba/artikal/69837491,149500.0,Vogošća,Novogradnja,Prodaja,Stan,2.0,40.0,Namješten,1,Struja,3737.5
AURA/ Stan 36m2 (+15m2) / Parking / Centar,https://olx.ba/artikal/69432520,150000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,2.0,36.0,Namješten,0,Centralno (Kotlovnica),4166.666666666667
