title,url,price_numeric,municipality,condition,ad_type,property_type,rooms,square_m2,equipment,level,heating,price_per_m2
Trosoban stan prodaja Aneks Sarajevo,https://olx.ba/artikal/71680952,275000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,74.0,Namješten,4,Centralno (gradsko),3716.216216216216
TOTAL PRO/ Dvosoban stan 58 m2 / Stup Ilidža,https://olx.ba/artikal/67128007,275000.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,58.0,Namješten,7,Plin,4741.379310344828
MY SPACE/ Stan/ Dobrinja/ 70(89) m2,https://olx.ba/artikal/66988941,275000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,4.0,70.0,Nenamješten,8,Centralno (gradsko),3928.571428571429
Dobrinja 1 - Dvosoban stan CCA 57m2,https://olx.ba/artikal/68020126,275000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,2.0,57.0,Namješten,2,Struja,4824.561403508772
NOVOGRADNJA DOBRINJA:Dvosoban stan s terasom,https://olx.ba/artikal/63828449,276615.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,68.0,Nenamješten,0,Centralno (gradsko),4067.867647058824
UKNJIZENO/62m2/trosoban stan/Stup/Ilidža/NINA-STAN,https://olx.ba/artikal/53380709,276900.0,Ilidža,Novogradnja,Prodaja,Stan,3.0,62.0,Nenamješten,1,Centralno (gradsko),4466.129032258064
MY SPACE/ Stan/ Cengic Vila/ RENOVIRAN/ 54m2,https://olx.ba/artikal/71514456,278000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,2.0,54.0,Namješten,4,Centralno (gradsko),5148.148148148148
MY SPACE/ Stan/ Alipasino polje/ RENOVIRAN/ NAMJESTEN/ 65 m2,https://olx.ba/artikal/70259588,278000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,65.0,Namješten,14,Centralno (gradsko),4276.923076923077
"Exkluzivno-namješten useljiv stan Stup Bulevar 58,11 m2",https://olx.ba/artikal/70912882,278928.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,58.11,Namješten,3,Plin,4800.0
"Trosoban stan od 69m2 sa balkonom, Koševsko brdo",https://olx.ba/artikal/65937976,279000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,69.0,Namješten,0,Plin,4043.478260869565
"AURA/ Dvoetažni stan 88m2 / Novo Sarajevo, Velešići",https://olx.ba/artikal/70286438,279000.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,3.0,88.0,Polunamješten,1,Centralno (Plin),3170.454545454545
Stan Sarajevo - Centar 65.4m2,https://olx.ba/artikal/68521797,280000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,65.4,Nenamješten,3,Centralno (Plin),4281.345565749235
Stan Sarajevo - Novi Grad,https://olx.ba/artikal/70782562,280000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,70.0,Polunamješten,3,Centralno (Plin),4000.0
Stan Sarajevo - Novo Sarajevo Cengic Vila,https://olx.ba/artikal/70337428,280000.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,3.0,56.0,Nenamješten,-1,Centralno (gradsko),5000.0
Dvosoban ili trosoban stan / Novo Sarajevo,https://olx.ba/artikal/65976053,280000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,65.0,Nenamješten,2,Centralno (gradsko),4307.692307692308
"Prodaja - Dvosoban stan, 60m2, Dobrinja 5",https://olx.ba/artikal/71827427,280000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,2.0,60.0,Namješten,8,Centralno (gradsko),4666.666666666667
"CASA MIA / Apartman / 44,78 m2/ Dvosoban / Bjelašnica",https://olx.ba/artikal/58803494,280000.0,Trnovo,Novogradnja,Prodaja,Apartman,2.0,44.78,Polunamješten,1,Struja,6252.791424743189
Funkcionalan stan na odličnoj lokaciji,https://olx.ba/artikal/71363926,280000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,2.0,49.0,Namješten,0,Plin,5714.285714285715
"Exkluzivno-namješten useljiv stan Stup Bulevar 58,72 m2",https://olx.ba/artikal/70910962,281856.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,58.72,Namješten,4,Plin,4800.0
Novogradnja Twins trosoban stan 69 m2 Nedžarići,https://olx.ba/artikal/71071017,282982.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,3.0,69.0,Nenamješten,1,Plin,4101.188405797101
Novogradnja - Nedžarići trosoban stan 69 m2 - ZettaNekretnine,https://olx.ba/artikal/64829188,282982.0,Sarajevo - Novi Grad,U izgradnji,Prodaja,Stan,3.0,69.02,Nenamješten,1,Plin,4100.0
"LOCUS prodaje: Trosoban stan, Velešići, Novo Sarajevo",https://olx.ba/artikal/68281512,284000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,3.0,73.0,Polunamješten,2,Plin,3890.4109589041095
Stan Ilidža,https://olx.ba/artikal/71515345,285000.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,52.0,Nenamješten,1,Ostalo,5480.769230769231
Stan Naselje Miljacka 45m2 Sarajevo Otoka,https://olx.ba/artikal/71359177,285000.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,45.0,Polunamješten,5,Centralno (Kotlovnica),6333.333333333333
Luksuzno adaptiran dvoiposoban stan Alipašino,https://olx.ba/artikal/69892404,285000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,60.0,Namješten,0,Centralno (gradsko),4750.0
"LOCUS: Dvosoban stan sa dva balkona, Otoka, Novi Grad",https://olx.ba/artikal/64259358,288000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,2.0,58.0,Polunamješten,0,Centralno (gradsko),4965.517241379311
TOTAL PRO / Dvosoban stan 64m2 / Čengić Vila,https://olx.ba/artikal/69574629,288000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,2.0,64.0,Polunamješten,5,Centralno (gradsko),4500.0
"Stup | S12 52,39m2 LA | Novogradnja | Ulica Stupska",https://olx.ba/artikal/71636623,288145.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,52.39,Nenamješten,2,Struja,5500.0
"Trosoban stan Alipašino polje ""B"" faza",https://olx.ba/artikal/70934356,289000.0,Sarajevo - Novi Grad,Parcijalno renoviran,Prodaja,Stan,3.0,70.0,Polunamješten,8,Centralno (gradsko),4128.571428571428
"Dobrinja, stan 89m2 s dvorištem - ZettaNekretnine",https://olx.ba/artikal/70857370,289000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,4.0,89.0,Namješten,0,Centralno (gradsko),3247.191011235955
"PROSTOR prodaje: Četverosoban stan, Dobrinja 3",https://olx.ba/artikal/67274525,289000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,4.0,82.0,Namješten,0,Centralno (gradsko),3524.390243902439
Dvosoban stan - Novo Sarajevo - Grbavica - 51 m2,https://olx.ba/artikal/71578642,289900.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,2.0,51.0,Namješten,3,Struja,5684.313725490196
CAPITAL/ Dvosoban stan Grbavica/ 1.sprat/ 55m2/ K.Kapetanovića,https://olx.ba/artikal/66560495,290000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,2.0,55.0,Namješten,1,Centralno (gradsko),5272.727272727273
"AURA/ Stan 44m2 / Stari Grad, Čobanija",https://olx.ba/artikal/65976266,290000.0,Sarajevo - Stari Grad,Parcijalno renoviran,Prodaja,Stan,1.0,44.0,Namješten,1,Centralno (Plin),6590.909090909091
"IZUZETNO FUNKCIONALAN ČETVOROSOBAN STAN, ALIPAŠINO",https://olx.ba/artikal/71296962,290000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,4.0,81.0,Nenamješten,5,Centralno (gradsko),3580.246913580247
MY SPACE/ Stan/ Centar/ 70 m2,https://olx.ba/artikal/66346410,290000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,70.0,Nenamješten,0,Struja,4142.857142857143
MY SPACE/ Stan/ Drvenija/ RENOVIRAN/ NAMJESTEN/ 44 m2,https://olx.ba/artikal/71357676,290000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,2.0,44.0,Namješten,1,Plin,6590.909090909091
Trosoban stan - Centar - Koševsko brdo - 62 m2,https://olx.ba/artikal/71456063,290000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,62.0,Namješten,3,Struja,4677.419354838709
Stanovi i apartmani Sarajevo - Novi Grad,https://olx.ba/artikal/71537109,290000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,2.0,59.0,Namješten,6,Centralno (gradsko),4915.254237288135
CASA MIA / Dvoosoban stan / 60 m2 / Grbavica / Novo Sarajevo,https://olx.ba/artikal/70499166,290000.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,2.0,60.0,Polunamješten,0,Plin,4833.333333333333
"Trosoban stan 70m2, Centar - ZettaNekretnine",https://olx.ba/artikal/66094347,290000.0,Sarajevo - Centar,Parcijalno renoviran,Prodaja,Stan,3.0,70.0,Nenamješten,0,Centralno (gradsko),4142.857142857143
Centar/Džidžikovac - Trosoban stan CCA 70m2,https://olx.ba/artikal/67895451,290000.0,Sarajevo - Centar,Parcijalno renoviran,Prodaja,Stan,3.0,70.0,Nenamješten,0,Plin,4142.857142857143
NN Nekretnine: Dvosoban stan - Drvenija - Stari Grad,https://olx.ba/artikal/58825499,290000.0,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,2.0,44.0,Namješten,1,Plin,6590.909090909091
NN Nekretnine : Trosoban stan - Josipa Vancaša - Centar,https://olx.ba/artikal/68071291,290000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,70.0,Nenamješten,0,Plin,4142.857142857143
Apartman Bjelašnica - novogradnja,https://olx.ba/artikal/64669573,290524.0,Trnovo,Novogradnja,Prodaja,Apartman,2.0,55.87,Polunamješten,1,Struja,5200.0
VRTOVI SUNCA - Trosoban stan 77.63m2,https://olx.ba/artikal/68077815,291000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,77.63,Nenamješten,0,Plin,3748.550817982739
"Dvosoban stan 43 - 69m2, Breka - ZettaNekretnine",https://olx.ba/artikal/66584419,292400.0,Sarajevo - Centar,U izgradnji,Prodaja,Stan,2.0,46.22,Nenamješten,1,Ostalo,6326.265685850281
GRUNT - Stan Sarajevo - Novi Grad Dobrinja 65m2,https://olx.ba/artikal/71007493,292500.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,65.0,Nenamješten,6,Centralno (Plin),4500.0
UNIKOD - Stupska 1F-71.7 m2 + garaža 7.sprat,https://olx.ba/artikal/71200886,292500.0,Ilidža,Dobro stanje,Prodaja,Stan,3.0,71.7,Namješten,7,Centralno (gradsko),4079.497907949791
MY SPACE/ Stan/ Pejton/ NOVOGRADNJA/ 71 m2,https://olx.ba/artikal/65208428,294000.0,Ilidža,Novogradnja,Prodaja,Stan,3.0,71.0,Nenamješten,0,Struja,4140.845070422535
Prodajem stan Vogošća 65m2,https://olx.ba/artikal/67808543,295000.0,Vogošća,Dobro stanje,Prodaja,Stan,3.0,65.0,Polunamješten,1,Centralno (Plin),4538.461538461538
Stan Sarajevo - Centar,https://olx.ba/artikal/71576761,295000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,2.0,49.0,Namješten,0,Struja,6020.408163265306
"PROSTOR prodaje: Trosoban stan, 76m2, Marijin Dvor",https://olx.ba/artikal/67168686,295000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,76.13,Polunamješten,2,Plin,3874.950742151583
TOTAL PRO/ Jednoiposoban stan 48 m2 / Jezero / Centar,https://olx.ba/artikal/67166637,295000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,1.0,48.0,Namješten,0,Struja,6145.833333333333
"PROSTOR prodaje: Trosoban stan, Marijin Dvor",https://olx.ba/artikal/67168409,295000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,68.0,Polunamješten,1,Plin,4338.235294117647
"Vrtovi Sunca, dvosoban stan, prizemlje",https://olx.ba/artikal/65172748,296000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,2.0,77.0,Nenamješten,0,Plin,3844.155844155844
LUKSUZNA NOVOGRADNJA dvosoban stan 44 m2 Breka Himze Polovine,https://olx.ba/artikal/67525367,296888.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,44.0,Nenamješten,0,Struja,6747.454545454545
MY SPACE/ Stan/ Pejton/ RENOVIRAN/ 57 m2,https://olx.ba/artikal/69913817,298700.0,Ilidža,Renoviran,Prodaja,Stan,3.0,57.0,Polunamješten,2,Centralno (Plin),5240.350877192983
"PROSTOR prodaje:Dvosoban stan sa garažom, Stup",https://olx.ba/artikal/68055276,299000.0,Ilidža,Dobro stanje,Prodaja,Stan,2.0,48.0,Namješten,2,Centralno (gradsko),6229.166666666667
Trosoban stan prodaja Vraca Sarajevo,https://olx.ba/artikal/71511641,299000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,3.0,68.0,Namješten,6,Centralno (Plin),4397.058823529412
"PROSTOR prodaje: Dvosoban stan sa tavanom, Centar",https://olx.ba/artikal/66464140,299000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,2.0,60.0,Nenamješten,3,Plin,4983.333333333333
MY SPACE/ Stan/ Grbavica/ NAMJESTEN/ 53 m2,https://olx.ba/artikal/68206302,299000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,2.0,53.0,Namješten,1,Centralno (gradsko),5641.509433962264
MY SPACE/ Stan/ Cengic Vila/ 54 m2,https://olx.ba/artikal/69527163,299000.0,Sarajevo - Novo Sarajevo,Za renoviranje,Prodaja,Stan,2.0,54.0,Nenamješten,3,Centralno (gradsko),5537.037037037037
"PROSTOR prodaje: Trosoban stan, 84m2, Pejton, Ilidža",https://olx.ba/artikal/71296612,299000.0,Ilidža,Dobro stanje,Prodaja,Stan,3.0,84.0,Nenamješten,4,Centralno (gradsko),3559.5238095238096
MY SPACE/ Stan/ Vogosca/ RENOVIRAN/ 66(76) m2,https://olx.ba/artikal/68206974,299000.0,Vogošća,Renoviran,Prodaja,Stan,3.0,66.0,Nenamješten,1,Plin,4530.30303030303
Dvosoban/ Novo Sarajevo/ Cengic Vila/ 70 m2,https://olx.ba/artikal/66262137,299000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,3.0,70.0,Namješten,6,Plin,4271.428571428572
Dvosoban stan - Novo Sarajevo - Grbavica 2 - 53 m2,https://olx.ba/artikal/68817315,299000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,2.0,53.0,Namješten,1,Centralno (gradsko),5641.509433962264
"Winter Park Residence, Apartman (43.51m2), Bjelašnica",https://olx.ba/artikal/70006426,299113.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Apartman,2.0,43.51,Namješten,0,Struja,6874.580556193979
"Četverosoban stan Stup Tibra Ilidža 85,5 m2",https://olx.ba/artikal/71594811,299900.0,Ilidža,Novogradnja,Prodaja,Stan,4.0,85.0,Nenamješten,13,Centralno (Kotlovnica),3528.235294117647
MODERNO RENOVIRAN I OPREMLJEN ČETVOROSOBAN STAN,https://olx.ba/artikal/66616379,299900.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,4.0,76.0,Namješten,20+,Struja,3946.052631578948
UNIKOD - Stan Envera Šehovića 7 (Dolac Malta) - 55 m2,https://olx.ba/artikal/70294605,300000.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,2.0,55.0,Namješten,8,Centralno (gradsko),5454.545454545455
Dvosoban Stan Sarajevo - Centar/Kromolj,https://olx.ba/artikal/67686346,300000.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,53.0,Namješten,1,Centralno (Kotlovnica),5660.377358490566
NOVOGRADNJA NEDŽARIĆI:Trosoban stan 54-71 popust 7%,https://olx.ba/artikal/65953294,301510.0,Ilidža,Novogradnja,Prodaja,Stan,3.0,54.0,Nenamješten,0,Plin,5583.518518518518
AURA/ Nov Studio apartman / Ilidža,https://olx.ba/artikal/56249873,302900.0,Ilidža,Novogradnja,Prodaja,Apartman,,46.0,Nenamješten,9,Struja,6584.782608695652
Stan Lužani,https://olx.ba/artikal/71237048,305000.0,Ilidža,Dobro stanje,Prodaja,Stan,3.0,71.0,Namješten,3,Centralno (gradsko),4295.774647887324
"PROSTOR prodaje: Trosoban stan, 77m2, Alipašino polje",https://olx.ba/artikal/68940670,305000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,77.0,Namješten,3,Centralno (gradsko),3961.038961038961
"NOVOGRADNJA CENTAR! Trosoban stan, 61 m2",https://olx.ba/artikal/66014367,305800.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,3.0,61.0,Nenamješten,0,Ostalo,5013.11475409836
Trosoban stan Stup Ilidža Sarajevo 66 m2,https://olx.ba/artikal/70557078,306000.0,Ilidža,Dobro stanje,Prodaja,Stan,3.0,66.0,Polunamješten,7,Centralno (Plin),4636.363636363636
Dvosoban stan Bulevar,https://olx.ba/artikal/66981219,307000.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,52.0,Namješten,5,Centralno (Kotlovnica),5903.846153846154
"Vrtovi Sunca, trosoban stan, prizemlje",https://olx.ba/artikal/65180492,307000.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,3.0,87.0,Nenamješten,0,Plin,3528.735632183908
NN Nekretnine : Dvosoban stan - Avenija / Nova Otoka,https://olx.ba/artikal/71730346,307200.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,48.0,Namješten,2,Ostalo,6400.0
"Apartman Trnovo sa pogledom na staze, useljivo",https://olx.ba/artikal/56484097,307580.0,Trnovo,Novogradnja,Prodaja,Apartman,2.0,48.0,Polunamješten,4,Struja,6407.916666666667
"Vrtovi Sunca, trosoban stan, prizemlje E-9-2",https://olx.ba/artikal/65077980,308700.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,3.0,87.0,Nenamješten,0,Plin,3548.2758620689656
"Trosoban stan Sarajevo - Alipašino polje ""B"" faza",https://olx.ba/artikal/69038143,309000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,64.0,Namješten,10,Centralno (Kotlovnica),4828.125
"Vrtovi Sunca, četverosoban stan , prizemlje",https://olx.ba/artikal/65078086,309000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,4.0,80.0,Nenamješten,0,Plin,3862.5
VRTOVI SUNCA - Troiposoban stan 82m2,https://olx.ba/artikal/68077711,309000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,82.59,Nenamješten,0,Plin,3741.373047584453
"Prelijepo uređen apartman s parking mjestom, Bjelašnica",https://olx.ba/artikal/60522053,309000.0,Trnovo,Novogradnja,Prodaja,Apartman,2.0,56.0,Namješten,1,Centralno (Plin),5517.857142857143
Dvoetažni apartman 81.55m2 dvije spavaće Bjelašnica,https://olx.ba/artikal/66128043,309890.0,Trnovo,Novogradnja,Prodaja,Apartman,3.0,81.5,Nenamješten,3,Struja,3802.3312883435583
NN Nekretnine : Trosoban stan - kod Vijećnice - Baščaršija,https://olx.ba/artikal/70097503,310000.0,Sarajevo - Stari Grad,Dobro stanje,Prodaja,Stan,3.0,50.0,Polunamješten,1,Struja,6200.0
Dvosoban stan Sarajevo Waves,https://olx.ba/artikal/68368753,310000.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,55.0,Nenamješten,3,Ostalo,5636.363636363636
"Ilidža | Stan 46,43m2 | S202 | Novogradnja",https://olx.ba/artikal/56398446,311081.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,46.0,Namješten,2,Ostalo,6762.630434782609
OKTOBARSKA AKCIJA - NOVOGRADNJA/Dvosoban stan/69.40m,https://olx.ba/artikal/70478477,312000.0,Vogošća,Novogradnja,Prodaja,Stan,2.0,69.4,Nenamješten,1,Centralno (Kotlovnica),4495.677233429395
Apartman Bjelasnica,https://olx.ba/artikal/67116140,312000.0,Trnovo,Novogradnja,Prodaja,Apartman,3.0,68.0,Namješten,2,Struja,4588.235294117647
CASA MIA / Apartman / 52.73 m2/ Dvosoban / Bjelašnica,https://olx.ba/artikal/66494451,312000.0,Trnovo,Novogradnja,Prodaja,Apartman,2.0,52.73,Namješten,4,Centralno (Plin),5916.935330931159
"Ilidža | Stan 46,60m2 | S310 | River Walk",https://olx.ba/artikal/56376963,312220.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,46.0,Namješten,3,Ostalo,6787.391304347826
PICCOLO GRANDE PRODAJE/Stan/Dolac Malta/67 m2,https://olx.ba/artikal/70746633,314000.0,Sarajevo - Novo Sarajevo,Parcijalno renoviran,Prodaja,Stan,2.0,67.0,Namješten,2,Centralno (gradsko),4686.567164179104
CAPITAL/ Dvoiposoban stan Dolac Malta/ 2.sprat-lift/ E.Šehovića,https://olx.ba/artikal/70764433,314000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,3.0,67.0,Namješten,2,Centralno (gradsko),4686.567164179104
CAPITAL/ Stan Nova Otoka/ 51m2/ 11.sprat,https://olx.ba/artikal/71508739,315000.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,51.0,Namješten,11,Centralno (Kotlovnica),6176.470588235294
Stan Ilidža,https://olx.ba/artikal/70524955,315000.0,Ilidža,Novogradnja,Prodaja,Stan,3.0,68.0,Nenamješten,1,Struja,4632.35294117647
"LOCUS: NOVOGRADNJA!!! Trosoban apartman, Bjelašnica. USELJIVO!",https://olx.ba/artikal/53311858,315000.0,Trnovo,Novogradnja,Prodaja,Apartman,3.0,73.4,Polunamješten,3,Plin,4291.553133514986
Trosoban stan - Centar - Buka - 49 m2,https://olx.ba/artikal/67577901,315000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,49.0,Namješten,0,Centralno (Plin),6428.571428571428
"LOCUS prodaje: Apartman, Babin Do, Bjelašnica. USELJIVO!",https://olx.ba/artikal/53289074,315000.0,Trnovo,Novogradnja,Prodaja,Apartman,2.0,73.0,Polunamješten,3,Plin,4315.068493150685
Stan Breka Sarajevo - Centar,https://olx.ba/artikal/66009232,315000.0,Sarajevo - Centar,Parcijalno renoviran,Prodaja,Stan,2.0,60.0,Polunamješten,3,Centralno (Plin),5250.0
NN Nekretnine : Dvosoban stan - Gornji Kovačići,https://olx.ba/artikal/66641501,315000.0,Sarajevo - Novo Sarajevo,Novogradnja,Prodaja,Stan,2.0,56.0,Polunamješten,1,Centralno (Plin),5625.0
TOTAL PRO / Dvosoban apartman 63 m2 / Bjelašnica,https://olx.ba/artikal/71682908,315000.0,Trnovo,Novogradnja,Prodaja,Apartman,2.0,63.0,Namješten,0,Plin,5000.0
"Trosoban Apartman - Bjelasnica, Babin Do - 58m2",https://olx.ba/artikal/68559782,315000.0,Trnovo,Novogradnja,Prodaja,Apartman,3.0,58.0,Namješten,3,Struja,5431.0344827586205
NN Nekretnine : Dvosoban stan - Breka - Centar,https://olx.ba/artikal/66820044,315000.0,Sarajevo - Centar,Parcijalno renoviran,Prodaja,Stan,2.0,60.0,Polunamješten,3,Centralno (Plin),5250.0
Dvosoban stan Marijin Dvor prodaja,https://olx.ba/artikal/70367710,319000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,2.0,58.0,Polunamješten,5,Centralno (gradsko),5500.0
Trosoban stan kod SCC- Centar- Sarajevo,https://olx.ba/artikal/67439950,319000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,58.0,Nenamješten,5,Centralno (gradsko),5500.0
"PROSTOR prodaje: Četverosoban stan sa lođom, Alipašino polje",https://olx.ba/artikal/71126397,319000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,4.0,77.0,Nenamješten,2,Centralno (gradsko),4142.857142857143
"AURA/ Trosoban Stan 99m2 / Sarajevo, Vogošća",https://olx.ba/artikal/52109144,320000.0,Vogošća,Dobro stanje,Prodaja,Stan,3.0,99.0,Namješten,4,Struja,3232.3232323232323
Prodaja stana,https://olx.ba/artikal/71693934,320000.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,3.0,65.0,Namješten,0,Plin,4923.076923076923
Moderan lijep trosoban stan Švrakino N.Grad,https://olx.ba/artikal/69992703,320000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,74.0,Polunamješten,1,Centralno (gradsko),4324.324324324324
MY SPACE/ Apartman/ Bjelasnica/ NAMJESTEN/ 54 m2,https://olx.ba/artikal/64864695,320000.0,Trnovo,Novogradnja,Prodaja,Apartman,2.0,53.0,Namješten,1,Struja,6037.735849056604
"Stan Sarajevo - Stup 64m2, trosoban, garazno mjesto",https://olx.ba/artikal/71418793,320000.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,3.0,65.0,Namješten,3,Centralno (gradsko),4923.076923076923
AURA/ Stan x 2 / Uknjiženo / Novo Sarajevo,https://olx.ba/artikal/67673471,320000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,,148.0,Namješten,1,Centralno (Plin),2162.162162162162
Stanovi i apartmani Sarajevo - Nova Otoka,https://olx.ba/artikal/70424418,320000.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,51.0,Namješten,2,Centralno (Kotlovnica),6274.509803921569
MY SPACE/ Stan sa garazom/ Stup/ NAMJESTEN/ 77m2,https://olx.ba/artikal/50265973,320000.0,Ilidža,Dobro stanje,Prodaja,Stan,3.0,77.0,Namješten,6,Centralno (Plin),4155.844155844156
Stan kod Katedrale 64m2 HITNO,https://olx.ba/artikal/70989080,320000.0,Sarajevo - Centar,Za renoviranje,Prodaja,Stan,2.0,65.0,Nenamješten,0,Struja,4923.076923076923
Stan Novi Grad / RTV / RENOVIRAN / 69m2,https://olx.ba/artikal/69804573,320000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,69.0,Namješten,12,Centralno (gradsko),4637.68115942029
NN Nekretnine : Četverosoban dvoetažni stan - Vogošća,https://olx.ba/artikal/66296835,320000.0,Vogošća,Dobro stanje,Prodaja,Stan,4.0,100.0,Polunamješten,3,Plin,3200.0
LUKSUZNA NOVOGRADNJA Dvosoban stan 46 m2 sa BALKONOM Breka,https://olx.ba/artikal/67526310,321229.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,46.0,Nenamješten,1,Struja,6983.239130434783
"Vrtovi Sunca, četverosoban stan, prizemlje",https://olx.ba/artikal/65091176,323000.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,4.0,88.0,Nenamješten,0,Plin,3670.4545454545455
"NOVOGRADNJA ŠIP!Trosoban stan,69m2, treći sprat",https://olx.ba/artikal/66444437,324535.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,3.0,69.0,Nenamješten,3,Ostalo,4703.405797101449
"Exkluzivno-namješten useljiv stan Stup Bulevar 67,64 m2",https://olx.ba/artikal/70906447,324672.0,Ilidža,Novogradnja,Prodaja,Stan,4.0,67.64,Namješten,6,Plin,4800.0
MY SPACE/ Stan/ Alipasino polje/ RENOVIRAN/ 72(77) m2,https://olx.ba/artikal/65075057,325000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,77.0,Nenamješten,1,Centralno (gradsko),4220.779220779221
