url,latitude,longitude
https://olx.ba/artikal/58174281,,
https://olx.ba/artikal/71457374,,
https://olx.ba/artikal/71695174,,
https://olx.ba/artikal/71690730,,
https://olx.ba/artikal/66855649,43.859379,18.417336
https://olx.ba/artikal/70804521,43.856121,18.432776
https://olx.ba/artikal/61389375,43.847084,18.389527
https://olx.ba/artikal/66012642,43.858556,18.413647
https://olx.ba/artikal/65111788,43.854785,18.420034
https://olx.ba/artikal/65680912,,
https://olx.ba/artikal/71511148,,
https://olx.ba/artikal/63440569,,
https://olx.ba/artikal/60171992,43.857998,18.427057
https://olx.ba/artikal/71205933,,
https://olx.ba/artikal/65437445,,
https://olx.ba/artikal/63309545,43.858101,18.4152
https://olx.ba/artikal/60565960,43.87371,18.402037
https://olx.ba/artikal/70388930,43.859762,18.406837
https://olx.ba/artikal/50631168,43.854363,18.419632
https://olx.ba/artikal/69661933,,
https://olx.ba/artikal/65345723,43.848355,18.398813
https://olx.ba/artikal/65454464,43.860917,18.422396
https://olx.ba/artikal/71746267,,
https://olx.ba/artikal/58200877,,
https://olx.ba/artikal/71293925,43.851618,18.405055
https://olx.ba/artikal/66279082,43.860917,18.422396
https://olx.ba/artikal/60198726,43.894147,18.415812
https://olx.ba/artikal/55369148,,
https://olx.ba/artikal/70022513,43.85162,18.402699
https://olx.ba/artikal/63296201,43.860475,18.426349
https://olx.ba/artikal/53984424,,
https://olx.ba/artikal/64487764,43.864362,18.437094
https://olx.ba/artikal/68459907,,
https://olx.ba/artikal/68451247,43.861936,18.403516
https://olx.ba/artikal/69531704,43.855472,18.408616
https://olx.ba/artikal/58048504,43.861166,18.403459
https://olx.ba/artikal/71361712,43.852885,18.389124
https://olx.ba/artikal/70881405,43.857517,18.420533
https://olx.ba/artikal/65227449,43.846114,18.384012
https://olx.ba/artikal/70960828,,
https://olx.ba/artikal/69848975,43.844707,18.399163
https://olx.ba/artikal/63408919,,
https://olx.ba/artikal/71764634,43.851311,18.404898
https://olx.ba/artikal/70967289,,
https://olx.ba/artikal/68456198,43.881162,18.395998
https://olx.ba/artikal/67587009,,
https://olx.ba/artikal/63848362,,
https://olx.ba/artikal/58403197,43.861262,18.403629
https://olx.ba/artikal/54061955,,
